person,personLabel,value,valueLabel,Born,Pa
http://www.wikidata.org/entity/Q157642,Wladimir Igorewitsch Arnold,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1937-06-12T00:00:00Z,http://www.wikidata.org/entity/Q12079110
http://www.wikidata.org/entity/Q4062861,Vladimir Alpatov,http://www.wikidata.org/entity/Q17281087,Doktor der Philologie,1945-04-17T00:00:00Z,http://www.wikidata.org/entity/Q4062863
http://www.wikidata.org/entity/Q70254542,Pavel Nikolaevich Bogolyubov,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1942-05-18T00:00:00Z,http://www.wikidata.org/entity/Q454925
http://www.wikidata.org/entity/Q561752,Juli Borissowitsch Chariton,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1904-02-27T00:00:00Z,http://www.wikidata.org/entity/Q4495876
http://www.wikidata.org/entity/Q4492561,Wsewolod Konstantinowitsch Freedericksz,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1885-04-13T00:00:00Z,http://www.wikidata.org/entity/Q4492558
http://www.wikidata.org/entity/Q60836491,Tatiana Rozhdestvenskaya,http://www.wikidata.org/entity/Q17281087,Doktor der Philologie,1945-08-26T00:00:00Z,http://www.wikidata.org/entity/Q1322306
http://www.wikidata.org/entity/Q74647343,Q74647343,http://www.wikidata.org/entity/Q17281087,Doktor der Philologie,1960-02-15T00:00:00Z,http://www.wikidata.org/entity/Q4184328
http://www.wikidata.org/entity/Q205981,Alexander Alexandrowitsch Friedmann,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1888-06-16T00:00:00Z,http://www.wikidata.org/entity/Q4492736
http://www.wikidata.org/entity/Q91091682,Mayis Avdalbegian,http://www.wikidata.org/entity/Q17281087,Doktor der Philologie,1918-04-05T00:00:00Z,http://www.wikidata.org/entity/Q20873833
http://www.wikidata.org/entity/Q16406194,Evgeny Tamm,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1926-11-16T00:00:00Z,http://www.wikidata.org/entity/Q155759
http://www.wikidata.org/entity/Q12119498,Serhij Ljaschko,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1954-10-12T00:00:00Z,http://www.wikidata.org/entity/Q4272865
http://www.wikidata.org/entity/Q20430,Sergei Petrowitsch Kapiza,http://www.wikidata.org/entity/Q17281097,Doktor der Wissenschaften in Physik und Mathematik,1928-02-14T00:00:00Z,http://www.wikidata.org/entity/Q172844
