person,personLabel,value,valueLabel,Born,Pa
http://www.wikidata.org/entity/Q66339,Bernhard von Langenbeck,http://www.wikidata.org/entity/Q121594,Professor,1810-11-09T00:00:00Z,http://www.wikidata.org/entity/Q55854419
http://www.wikidata.org/entity/Q21209850,Q21209850,http://www.wikidata.org/entity/Q121594,Professor,1932-02-18T00:00:00Z,http://www.wikidata.org/entity/Q13054122
http://www.wikidata.org/entity/Q20510643,Vilen Azatian,http://www.wikidata.org/entity/Q121594,Professor,1931-03-24T00:00:00Z,http://www.wikidata.org/entity/Q21212949
http://www.wikidata.org/entity/Q1039689,Carl Martin Reinthaler,http://www.wikidata.org/entity/Q121594,Professor,1822-10-13T00:00:00Z,http://www.wikidata.org/entity/Q94765142
http://www.wikidata.org/entity/Q12857453,Josef Jerie,http://www.wikidata.org/entity/Q121594,Professor,1871-04-20T00:00:00Z,http://www.wikidata.org/entity/Q106310967
http://www.wikidata.org/entity/Q86471,Fritz von Wettstein,http://www.wikidata.org/entity/Q121594,Professor,1895-06-24T00:00:00Z,http://www.wikidata.org/entity/Q78599
http://www.wikidata.org/entity/Q4160798,Felix Dserschinski,http://www.wikidata.org/entity/Q2065,1993,1937-08-28T00:00:00Z,http://www.wikidata.org/entity/Q18091067
http://www.wikidata.org/entity/Q12409789,Nurit Govrin,http://www.wikidata.org/entity/Q121594,Professor,1935-11-05T00:00:00Z,http://www.wikidata.org/entity/Q12408397
http://www.wikidata.org/entity/Q27002639,Levon Bashinjaghyan,http://www.wikidata.org/entity/Q121594,Professor,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2064083
http://www.wikidata.org/entity/Q12048486,Radegast Parolek,http://www.wikidata.org/entity/Q121594,Professor,1920-12-01T00:00:00Z,http://www.wikidata.org/entity/Q51693512
http://www.wikidata.org/entity/Q12025899,Josef Bohumil Souček,http://www.wikidata.org/entity/Q121594,Professor,1902-05-12T00:00:00Z,http://www.wikidata.org/entity/Q12026617
http://www.wikidata.org/entity/Q18633597,Jukka Siren,http://www.wikidata.org/entity/Q42973,Architekt,1950-03-09T00:00:00Z,http://www.wikidata.org/entity/Q3129431
http://www.wikidata.org/entity/Q20512442,Ruben Hambardsumjan,http://www.wikidata.org/entity/Q121594,Professor,1941-10-28T00:00:00Z,http://www.wikidata.org/entity/Q164396
http://www.wikidata.org/entity/Q720704,Georg von Rosen,http://www.wikidata.org/entity/Q121594,Professor,1843-02-13T00:00:00Z,http://www.wikidata.org/entity/Q6079080
http://www.wikidata.org/entity/Q12276451,Georgi Slatarski,http://www.wikidata.org/entity/Q121594,Professor,1854-01-25T00:00:00Z,http://www.wikidata.org/entity/Q12288398
http://www.wikidata.org/entity/Q12044794,Petr Arenberger,http://www.wikidata.org/entity/Q121594,Professor,1958-12-04T00:00:00Z,http://www.wikidata.org/entity/Q106812171
http://www.wikidata.org/entity/Q11858382,Erkki Pakkala,http://www.wikidata.org/entity/Q42973,Architekt,1899-04-27T00:00:00Z,http://www.wikidata.org/entity/Q1347723
http://www.wikidata.org/entity/Q20511435,Q20511435,http://www.wikidata.org/entity/Q121594,Professor,1938-06-26T00:00:00Z,http://www.wikidata.org/entity/Q4519313
http://www.wikidata.org/entity/Q15124051,Josef Arnošt Ryba,http://www.wikidata.org/entity/Q121594,Professor,1795-03-22T00:00:00Z,http://www.wikidata.org/entity/Q727629
http://www.wikidata.org/entity/Q15124051,Josef Arnošt Ryba,http://www.wikidata.org/entity/Q121594,Professor,1795-03-21T00:00:00Z,http://www.wikidata.org/entity/Q727629
http://www.wikidata.org/entity/Q98154,Oscar Fraas,http://www.wikidata.org/entity/Q121594,Professor,1824-01-17T00:00:00Z,http://www.wikidata.org/entity/Q55849990
http://www.wikidata.org/entity/Q12278713,Dimitar Jaranow,http://www.wikidata.org/entity/Q121594,Professor,1909-10-21T00:00:00Z,http://www.wikidata.org/entity/Q12272698
http://www.wikidata.org/entity/Q94994874,Q94994874,http://www.wikidata.org/entity/Q395,Mathematik,1952-10-30T00:00:00Z,http://www.wikidata.org/entity/Q4195367
http://www.wikidata.org/entity/Q13053699,Henri Aghayan,http://www.wikidata.org/entity/Q121594,Professor,1937-06-26T00:00:00Z,http://www.wikidata.org/entity/Q7849437
http://www.wikidata.org/entity/Q1040976,Carl Weerth,http://www.wikidata.org/entity/Q121594,Professor,1812-01-23T00:00:00Z,http://www.wikidata.org/entity/Q97798
http://www.wikidata.org/entity/Q648353,Milan Balabán,http://www.wikidata.org/entity/Q121594,Professor,1929-09-03T00:00:00Z,http://www.wikidata.org/entity/Q47630936
http://www.wikidata.org/entity/Q15926180,Bedřich Frejka,http://www.wikidata.org/entity/Q121594,Professor,1890-02-17T00:00:00Z,http://www.wikidata.org/entity/Q101041392
http://www.wikidata.org/entity/Q212659,Monica Lewinsky,http://www.wikidata.org/entity/Q9418,Psychologie,1973-07-23T00:00:00Z,http://www.wikidata.org/entity/Q4893369
http://www.wikidata.org/entity/Q20498132,Elena Stoin,http://www.wikidata.org/entity/Q121594,Professor,1915-04-12T00:00:00Z,http://www.wikidata.org/entity/Q12274836
http://www.wikidata.org/entity/Q21154149,Juri Michailowitsch Polukarow,http://www.wikidata.org/entity/Q121594,Professor,1927-11-28T00:00:00Z,http://www.wikidata.org/entity/Q19908901
http://www.wikidata.org/entity/Q84370,Leonhard Sohncke,http://www.wikidata.org/entity/Q121594,Professor,1842-02-22T00:00:00Z,http://www.wikidata.org/entity/Q55134186
http://www.wikidata.org/entity/Q12022419,Jan Blahoslav Čapek,http://www.wikidata.org/entity/Q121594,Professor,1903-01-01T00:00:00Z,http://www.wikidata.org/entity/Q47632801
http://www.wikidata.org/entity/Q159481,Adam Weishaupt,http://www.wikidata.org/entity/Q121594,Professor,1748-02-06T00:00:00Z,http://www.wikidata.org/entity/Q15344566
http://www.wikidata.org/entity/Q26208138,Q26208138,http://www.wikidata.org/entity/Q121594,Professor,1928-04-01T00:00:00Z,http://www.wikidata.org/entity/Q4149434
http://www.wikidata.org/entity/Q12836336,Azər Kərimov,http://www.wikidata.org/entity/Q121594,Professor,1951-12-29T00:00:00Z,http://www.wikidata.org/entity/Q16372748
http://www.wikidata.org/entity/Q1121884,Victor Hüter,http://www.wikidata.org/entity/Q121594,Professor,1832-10-16T00:00:00Z,http://www.wikidata.org/entity/Q5815758
http://www.wikidata.org/entity/Q743785,Ladislav Josef Čelakovský,http://www.wikidata.org/entity/Q121594,Professor,1834-11-29T00:00:00Z,http://www.wikidata.org/entity/Q545818
http://www.wikidata.org/entity/Q25486265,Q25486265,http://www.wikidata.org/entity/Q121594,Professor,1959-09-25T00:00:00Z,http://www.wikidata.org/entity/Q34450026
http://www.wikidata.org/entity/Q5920394,Irma Eréndira Sandoval,http://www.wikidata.org/entity/Q28617,Lateinamerikanistik,1972-04-30T00:00:00Z,http://www.wikidata.org/entity/Q6056421
http://www.wikidata.org/entity/Q106502,Peter von Bradke,http://www.wikidata.org/entity/Q121594,Professor,1853-06-27T00:00:00Z,http://www.wikidata.org/entity/Q15064673
http://www.wikidata.org/entity/Q129133,Sergei Georgijewitsch Kara-Mursa,http://www.wikidata.org/entity/Q121594,Professor,1939-01-23T00:00:00Z,http://www.wikidata.org/entity/Q4213410
http://www.wikidata.org/entity/Q45160,Michael von Faulhaber,http://www.wikidata.org/entity/Q121594,Professor,1869-03-05T00:00:00Z,http://www.wikidata.org/entity/Q13409779
http://www.wikidata.org/entity/Q1681627,Jan Blahoslav Kozák,http://www.wikidata.org/entity/Q121594,Professor,1888-08-04T00:00:00Z,http://www.wikidata.org/entity/Q15830042
http://www.wikidata.org/entity/Q66543,Franz Grashof,http://www.wikidata.org/entity/Q121594,Professor,1826-07-11T00:00:00Z,http://www.wikidata.org/entity/Q21544424
http://www.wikidata.org/entity/Q68446,Ernst Tugendhat,http://www.wikidata.org/entity/Q121594,Professor,1930-03-08T00:00:00Z,http://www.wikidata.org/entity/Q51879503
http://www.wikidata.org/entity/Q274048,Halet Çambel,http://www.wikidata.org/entity/Q121594,Professor,1916-08-27T00:00:00Z,http://www.wikidata.org/entity/Q6045199
http://www.wikidata.org/entity/Q237825,John C. Polanyi,http://www.wikidata.org/entity/Q121594,Professor,1929-01-23T00:00:00Z,http://www.wikidata.org/entity/Q163087
http://www.wikidata.org/entity/Q104762033,Alcides Calandrelli,http://www.wikidata.org/entity/Q40348,Rechtsanwalt,1875-01-01T00:00:00Z,http://www.wikidata.org/entity/Q17273289
http://www.wikidata.org/entity/Q7682384,Tancredo Pinochet LeBrun,http://www.wikidata.org/entity/Q37226,Lehrer,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q109731269
http://www.wikidata.org/entity/Q23019271,Lydia Gimoyan,http://www.wikidata.org/entity/Q121594,Professor,1947-08-26T00:00:00Z,http://www.wikidata.org/entity/Q26703522
http://www.wikidata.org/entity/Q5920394,Irma Eréndira Sandoval,http://www.wikidata.org/entity/Q36442,Politikwissenschaft,1972-04-30T00:00:00Z,http://www.wikidata.org/entity/Q6056421
http://www.wikidata.org/entity/Q311931,Bedřich Hrozný,http://www.wikidata.org/entity/Q121594,Professor,1879-05-06T00:00:00Z,http://www.wikidata.org/entity/Q58379031
http://www.wikidata.org/entity/Q20511556,Alexander Leonowitsch Rotinjan,http://www.wikidata.org/entity/Q121594,Professor,1913-08-13T00:00:00Z,http://www.wikidata.org/entity/Q20508522
http://www.wikidata.org/entity/Q12044327,Pavel Říčan,http://www.wikidata.org/entity/Q121594,Professor,1933-04-18T00:00:00Z,http://www.wikidata.org/entity/Q12050311
http://www.wikidata.org/entity/Q22665472,Q22665472,http://www.wikidata.org/entity/Q121594,Professor,1956-04-09T00:00:00Z,http://www.wikidata.org/entity/Q22665471
http://www.wikidata.org/entity/Q76516,Richard Avenarius,http://www.wikidata.org/entity/Q121594,Professor,1843-11-19T00:00:00Z,http://www.wikidata.org/entity/Q55134248
http://www.wikidata.org/entity/Q62400,Heinrich von Treitschke,http://www.wikidata.org/entity/Q121594,Professor,1834-09-15T00:00:00Z,http://www.wikidata.org/entity/Q1275705
http://www.wikidata.org/entity/Q704954,Leo Baeck,http://www.wikidata.org/entity/Q121594,Professor,1873-05-23T00:00:00Z,http://www.wikidata.org/entity/Q836017
http://www.wikidata.org/entity/Q12023317,Jan Čermák,http://www.wikidata.org/entity/Q121594,Professor,1962-07-08T00:00:00Z,http://www.wikidata.org/entity/Q12026804
http://www.wikidata.org/entity/Q13054922,Q13054922,http://www.wikidata.org/entity/Q121594,Professor,1857-06-10T00:00:00Z,http://www.wikidata.org/entity/Q29892504
http://www.wikidata.org/entity/Q330225,Eugene Rabinowitch,http://www.wikidata.org/entity/Q121594,Professor,1901-04-27T00:00:00Z,http://www.wikidata.org/entity/Q65153802
http://www.wikidata.org/entity/Q15451,William D. Hamilton,http://www.wikidata.org/entity/Q121594,Professor,1936-08-01T00:00:00Z,http://www.wikidata.org/entity/Q4648123
http://www.wikidata.org/entity/Q316347,Thomas Reid,http://www.wikidata.org/entity/Q121594,Professor,1710-04-26T00:00:00Z,http://www.wikidata.org/entity/Q63854988
http://www.wikidata.org/entity/Q11881532,Matti Aaltonen,http://www.wikidata.org/entity/Q42973,Architekt,1921-03-31T00:00:00Z,http://www.wikidata.org/entity/Q213619
http://www.wikidata.org/entity/Q80,Tim Berners-Lee,http://www.wikidata.org/entity/Q121594,Professor,1955-06-08T00:00:00Z,http://www.wikidata.org/entity/Q5166696
http://www.wikidata.org/entity/Q334130,Olga Humo,http://www.wikidata.org/entity/Q121594,Professor,1919-01-01T00:00:00Z,http://www.wikidata.org/entity/Q463163
http://www.wikidata.org/entity/Q11881532,Matti Aaltonen,http://www.wikidata.org/entity/Q42973,Architekt,1921-03-21T00:00:00Z,http://www.wikidata.org/entity/Q213619
http://www.wikidata.org/entity/Q22138724,Q22138724,http://www.wikidata.org/entity/Q121594,Professor,1906-12-13T00:00:00Z,http://www.wikidata.org/entity/Q20511757
http://www.wikidata.org/entity/Q27001237,Zakar Bashinjaghyan,http://www.wikidata.org/entity/Q121594,Professor,1895-06-07T00:00:00Z,http://www.wikidata.org/entity/Q2064083
http://www.wikidata.org/entity/Q104433991,William C. Winslow,http://www.wikidata.org/entity/Q31171,Sacræ Theologiæ doctor,1840-01-13T00:00:00Z,http://www.wikidata.org/entity/Q20741546
http://www.wikidata.org/entity/Q12041008,Noemi Rejchrtová,http://www.wikidata.org/entity/Q121594,Professor,1940-11-01T00:00:00Z,http://www.wikidata.org/entity/Q95434640
http://www.wikidata.org/entity/Q21199720,Varvara Alexanyan,http://www.wikidata.org/entity/Q121594,Professor,1921-01-01T00:00:00Z,http://www.wikidata.org/entity/Q21199719
http://www.wikidata.org/entity/Q20512877,Q20512877,http://www.wikidata.org/entity/Q121594,Professor,1895-11-17T00:00:00Z,http://www.wikidata.org/entity/Q20512884
http://www.wikidata.org/entity/Q12273858,Boyan Zahariev,http://www.wikidata.org/entity/Q121594,Professor,1909-10-06T00:00:00Z,http://www.wikidata.org/entity/Q12282138
http://www.wikidata.org/entity/Q15507802,Wilhelm von Henke,http://www.wikidata.org/entity/Q121594,Professor,1834-06-19T00:00:00Z,http://www.wikidata.org/entity/Q96801
http://www.wikidata.org/entity/Q20512133,Vahe Aharonian,http://www.wikidata.org/entity/Q121594,Professor,1933-10-20T00:00:00Z,http://www.wikidata.org/entity/Q20498479
http://www.wikidata.org/entity/Q13052147,Ararat Aghassyan,http://www.wikidata.org/entity/Q121594,Professor,1956-08-11T00:00:00Z,http://www.wikidata.org/entity/Q27914510
http://www.wikidata.org/entity/Q434509,Esther Duflo,http://www.wikidata.org/entity/Q121594,Professor,1972-10-25T00:00:00Z,http://www.wikidata.org/entity/Q1930705
http://www.wikidata.org/entity/Q20511253,Q20511253,http://www.wikidata.org/entity/Q121594,Professor,1949-03-20T00:00:00Z,http://www.wikidata.org/entity/Q20514641
http://www.wikidata.org/entity/Q5920394,Irma Eréndira Sandoval,http://www.wikidata.org/entity/Q21201,Soziologie,1972-04-30T00:00:00Z,http://www.wikidata.org/entity/Q6056421
http://www.wikidata.org/entity/Q792278,Axel Moberg,http://www.wikidata.org/entity/Q121594,Professor,1872-06-15T00:00:00Z,http://www.wikidata.org/entity/Q21283028
http://www.wikidata.org/entity/Q561462,Bohuslav Havránek,http://www.wikidata.org/entity/Q121594,Professor,1893-01-30T00:00:00Z,http://www.wikidata.org/entity/Q15829906
http://www.wikidata.org/entity/Q15626834,Albrecht Ludwig Agathon Wernich,http://www.wikidata.org/entity/Q121594,Professor,1843-07-15T00:00:00Z,http://www.wikidata.org/entity/Q391509
http://www.wikidata.org/entity/Q23653615,Hertvík Jarník,http://www.wikidata.org/entity/Q121594,Professor,1877-12-12T00:00:00Z,http://www.wikidata.org/entity/Q327491
http://www.wikidata.org/entity/Q20511377,Q20511377,http://www.wikidata.org/entity/Q121594,Professor,1930-07-20T00:00:00Z,http://www.wikidata.org/entity/Q20513738
http://www.wikidata.org/entity/Q105137970,Elimane Samba Hane,http://www.wikidata.org/entity/Q77590,Bauingenieurwesen,1990-08-24T00:00:00Z,http://www.wikidata.org/entity/Q104905452
http://www.wikidata.org/entity/Q22665467,Vladislav Aghababyan,http://www.wikidata.org/entity/Q121594,Professor,1932-11-08T00:00:00Z,http://www.wikidata.org/entity/Q21212386
http://www.wikidata.org/entity/Q94994874,Q94994874,http://www.wikidata.org/entity/Q413,Physik,1952-10-30T00:00:00Z,http://www.wikidata.org/entity/Q4195367
http://www.wikidata.org/entity/Q600326,Stefan Danailow,http://www.wikidata.org/entity/Q121594,Professor,1942-12-09T00:00:00Z,http://www.wikidata.org/entity/Q22116666
http://www.wikidata.org/entity/Q12288461,Nikola Mavrodinov,http://www.wikidata.org/entity/Q121594,Professor,1904-11-02T00:00:00Z,http://www.wikidata.org/entity/Q61497699
http://www.wikidata.org/entity/Q20507628,Anna Arevshatyan,http://www.wikidata.org/entity/Q121594,Professor,1951-11-07T00:00:00Z,http://www.wikidata.org/entity/Q4068976
http://www.wikidata.org/entity/Q25486254,Q25486254,http://www.wikidata.org/entity/Q121594,Professor,1904-11-13T00:00:00Z,http://www.wikidata.org/entity/Q24540097
http://www.wikidata.org/entity/Q377421,Birger Federley,http://www.wikidata.org/entity/Q42973,Architekt,1874-02-17T00:00:00Z,http://www.wikidata.org/entity/Q106239312
http://www.wikidata.org/entity/Q950605,Jacques Curie,http://www.wikidata.org/entity/Q121594,Professor,1855-10-28T00:00:00Z,http://www.wikidata.org/entity/Q20968820
http://www.wikidata.org/entity/Q55038248,Merkuri Sergejewitsch Giljarow,http://www.wikidata.org/entity/Q5263,1947,1912-03-06T00:00:00Z,http://www.wikidata.org/entity/Q4138408
http://www.wikidata.org/entity/Q55038248,Merkuri Sergejewitsch Giljarow,http://www.wikidata.org/entity/Q5263,1947,1912-02-22T00:00:00Z,http://www.wikidata.org/entity/Q4138408
http://www.wikidata.org/entity/Q56036875,Julien Solé,http://www.wikidata.org/entity/Q81096,Ingenieur,1974-01-01T00:00:00Z,http://www.wikidata.org/entity/Q2158849
http://www.wikidata.org/entity/Q85155,Ferdinand Avenarius,http://www.wikidata.org/entity/Q121594,Professor,1856-12-20T00:00:00Z,http://www.wikidata.org/entity/Q55134248
http://www.wikidata.org/entity/Q20507128,Samvel Shoukourian,http://www.wikidata.org/entity/Q121594,Professor,1950-08-18T00:00:00Z,http://www.wikidata.org/entity/Q20507116
http://www.wikidata.org/entity/Q1325,Friedrich August Hayek,http://www.wikidata.org/entity/Q121594,Professor,1899-05-08T00:00:00Z,http://www.wikidata.org/entity/Q78951
http://www.wikidata.org/entity/Q449769,Jan Sokol,http://www.wikidata.org/entity/Q121594,Professor,1936-04-18T00:00:00Z,http://www.wikidata.org/entity/Q12023108
http://www.wikidata.org/entity/Q21030230,Eliška Klimková-Deutschová,http://www.wikidata.org/entity/Q121594,Professor,1906-12-14T00:00:00Z,http://www.wikidata.org/entity/Q33202988
http://www.wikidata.org/entity/Q26906195,Stepan Hovhannisyan,http://www.wikidata.org/entity/Q121594,Professor,1944-09-24T00:00:00Z,http://www.wikidata.org/entity/Q20511338
http://www.wikidata.org/entity/Q141147,Andrew Victor Schally,http://www.wikidata.org/entity/Q121594,Professor,1926-11-30T00:00:00Z,http://www.wikidata.org/entity/Q11738307
http://www.wikidata.org/entity/Q12295588,Stoyan Raynov,http://www.wikidata.org/entity/Q121594,Professor,1894-04-28T00:00:00Z,http://www.wikidata.org/entity/Q12281168
http://www.wikidata.org/entity/Q12843206,Nazim Afandiyev,http://www.wikidata.org/entity/Q121594,Professor,1926-06-07T00:00:00Z,http://www.wikidata.org/entity/Q55203496
http://www.wikidata.org/entity/Q13054990,Vartan Adjemian,http://www.wikidata.org/entity/Q121594,Professor,1956-04-27T00:00:00Z,http://www.wikidata.org/entity/Q13050732
http://www.wikidata.org/entity/Q114316,Hans Leo Przibram,http://www.wikidata.org/entity/Q121594,Professor,1874-07-07T00:00:00Z,http://www.wikidata.org/entity/Q24631981
http://www.wikidata.org/entity/Q4238345,Miguel Krasnov,http://www.wikidata.org/entity/Q41685,Brigadier,1946-02-15T00:00:00Z,http://www.wikidata.org/entity/Q4238351
http://www.wikidata.org/entity/Q106089168,Emilio Velásquez Ruiz,http://www.wikidata.org/entity/Q40348,Rechtsanwalt,1949-01-01T00:00:00Z,http://www.wikidata.org/entity/Q62800724
http://www.wikidata.org/entity/Q122834,Theodor Ackermann,http://www.wikidata.org/entity/Q121594,Professor,1825-09-17T00:00:00Z,http://www.wikidata.org/entity/Q95228905
http://www.wikidata.org/entity/Q20508836,Gurgen Musiiants,http://www.wikidata.org/entity/Q121594,Professor,1895-05-28T00:00:00Z,http://www.wikidata.org/entity/Q28332240
http://www.wikidata.org/entity/Q75917,Rudolf Heidenhain,http://www.wikidata.org/entity/Q121594,Professor,1834-01-29T00:00:00Z,http://www.wikidata.org/entity/Q55897289
http://www.wikidata.org/entity/Q15119863,Emanuel Milner,http://www.wikidata.org/entity/Q121594,Professor,1846-04-07T00:00:00Z,http://www.wikidata.org/entity/Q110665932
http://www.wikidata.org/entity/Q21188764,Appolon Feodosyevich Shchedrin,http://www.wikidata.org/entity/Q121594,Professor,1796-11-12T00:00:00Z,http://www.wikidata.org/entity/Q4528532
http://www.wikidata.org/entity/Q822687,Iwan Wenedikow,http://www.wikidata.org/entity/Q121594,Professor,1916-01-10T00:00:00Z,http://www.wikidata.org/entity/Q12282128
http://www.wikidata.org/entity/Q107319,Ferdinand Graf Kinsky,http://www.wikidata.org/entity/Q121594,Professor,1934-10-25T00:00:00Z,http://www.wikidata.org/entity/Q75394937
http://www.wikidata.org/entity/Q20511660,Vilen Alexanyan,http://www.wikidata.org/entity/Q121594,Professor,1927-05-15T00:00:00Z,http://www.wikidata.org/entity/Q20511669
http://www.wikidata.org/entity/Q20512754,Samvel Sargsyan,http://www.wikidata.org/entity/Q121594,Professor,1957-09-01T00:00:00Z,http://www.wikidata.org/entity/Q14814947
http://www.wikidata.org/entity/Q91865,Julian Nida-Rümelin,http://www.wikidata.org/entity/Q121594,Professor,1954-11-28T00:00:00Z,http://www.wikidata.org/entity/Q2163671
http://www.wikidata.org/entity/Q377725,Peter Struve,http://www.wikidata.org/entity/Q121594,Professor,1870-02-07T00:00:00Z,http://www.wikidata.org/entity/Q4444260
http://www.wikidata.org/entity/Q12050311,Rudolf Říčan,http://www.wikidata.org/entity/Q121594,Professor,1899-09-23T00:00:00Z,http://www.wikidata.org/entity/Q12348391
http://www.wikidata.org/entity/Q357154,Magnus Gösta Mittag-Leffler,http://www.wikidata.org/entity/Q121594,Professor,1846-03-16T00:00:00Z,http://www.wikidata.org/entity/Q5944003
http://www.wikidata.org/entity/Q13053095,Q13053095,http://www.wikidata.org/entity/Q121594,Professor,1938-02-05T00:00:00Z,http://www.wikidata.org/entity/Q13050731
http://www.wikidata.org/entity/Q20804007,Zdravko Manolov,http://www.wikidata.org/entity/Q121594,Professor,1925-08-05T00:00:00Z,http://www.wikidata.org/entity/Q12298359
http://www.wikidata.org/entity/Q729087,Louis de Silvestre,http://www.wikidata.org/entity/Q121594,Professor,1675-06-23T00:00:00Z,http://www.wikidata.org/entity/Q358612
http://www.wikidata.org/entity/Q76571,Emil Heinrich du Bois-Reymond,http://www.wikidata.org/entity/Q121594,Professor,1818-11-07T00:00:00Z,http://www.wikidata.org/entity/Q55849394
http://www.wikidata.org/entity/Q16371168,Armen Aghalian,http://www.wikidata.org/entity/Q121594,Professor,1930-03-20T00:00:00Z,http://www.wikidata.org/entity/Q5501348
http://www.wikidata.org/entity/Q99659197,Jules Bergeron,http://www.wikidata.org/entity/Q81096,Ingenieur,1853-05-05T00:00:00Z,http://www.wikidata.org/entity/Q16029514
http://www.wikidata.org/entity/Q112175,Hans Muthesius,http://www.wikidata.org/entity/Q121594,Professor,1885-10-02T00:00:00Z,http://www.wikidata.org/entity/Q55843265
http://www.wikidata.org/entity/Q15077575,Nikolaj Zaturjan,http://www.wikidata.org/entity/Q121594,Professor,1945-01-08T00:00:00Z,http://www.wikidata.org/entity/Q95972513
http://www.wikidata.org/entity/Q27941331,Vachagan Ayvazyan,http://www.wikidata.org/entity/Q121594,Professor,1949-11-20T00:00:00Z,http://www.wikidata.org/entity/Q21212581
http://www.wikidata.org/entity/Q560790,Alfred Gabriel Nathorst,http://www.wikidata.org/entity/Q121594,Professor,1850-11-07T00:00:00Z,http://www.wikidata.org/entity/Q6003424
http://www.wikidata.org/entity/Q12298788,Zwetana Romanska,http://www.wikidata.org/entity/Q121594,Professor,1914-12-16T00:00:00Z,http://www.wikidata.org/entity/Q12295594
http://www.wikidata.org/entity/Q289805,Sergei Wassiljewitsch Lebedew,http://www.wikidata.org/entity/Q121594,Professor,1874-07-25T00:00:00Z,http://www.wikidata.org/entity/Q91091689
http://www.wikidata.org/entity/Q61761,Pascual Jordan,http://www.wikidata.org/entity/Q121594,Professor,1902-10-18T00:00:00Z,http://www.wikidata.org/entity/Q1358868
http://www.wikidata.org/entity/Q26689943,Q26689943,http://www.wikidata.org/entity/Q121594,Professor,1927-08-24T00:00:00Z,http://www.wikidata.org/entity/Q20511615
http://www.wikidata.org/entity/Q1445671,František Slavík,http://www.wikidata.org/entity/Q121594,Professor,1876-08-18T00:00:00Z,http://www.wikidata.org/entity/Q15830003
http://www.wikidata.org/entity/Q70474,Ludwig von Friedeburg,http://www.wikidata.org/entity/Q121594,Professor,1924-05-21T00:00:00Z,http://www.wikidata.org/entity/Q57721
http://www.wikidata.org/entity/Q28720846,Tarja Salmio-Toiviainen,http://www.wikidata.org/entity/Q42973,Architekt,1917-07-07T00:00:00Z,http://www.wikidata.org/entity/Q11897951
http://www.wikidata.org/entity/Q1445671,František Slavík,http://www.wikidata.org/entity/Q121594,Professor,1876-07-18T00:00:00Z,http://www.wikidata.org/entity/Q15830003
http://www.wikidata.org/entity/Q107319,Ferdinand Graf Kinsky,http://www.wikidata.org/entity/Q121594,Professor,1934-01-01T00:00:00Z,http://www.wikidata.org/entity/Q75394937
http://www.wikidata.org/entity/Q11903600,Vladimír Beneš,http://www.wikidata.org/entity/Q121594,Professor,1953-07-30T00:00:00Z,http://www.wikidata.org/entity/Q11903582
http://www.wikidata.org/entity/Q318591,Jean Paul Getty,http://www.wikidata.org/entity/Q8134,Wirtschaftswissenschaft,1892-12-15T00:00:00Z,http://www.wikidata.org/entity/Q5539676
http://www.wikidata.org/entity/Q318591,Jean Paul Getty,http://www.wikidata.org/entity/Q36442,Politikwissenschaft,1892-12-15T00:00:00Z,http://www.wikidata.org/entity/Q5539676
http://www.wikidata.org/entity/Q17380375,Ole Gripenberg,http://www.wikidata.org/entity/Q42973,Architekt,1892-10-01T00:00:00Z,http://www.wikidata.org/entity/Q4355145
http://www.wikidata.org/entity/Q12037372,Milena Bartlová,http://www.wikidata.org/entity/Q121594,Professor,1958-01-19T00:00:00Z,http://www.wikidata.org/entity/Q169020
http://www.wikidata.org/entity/Q12022419,Jan Blahoslav Čapek,http://www.wikidata.org/entity/Q121594,Professor,1903-11-06T00:00:00Z,http://www.wikidata.org/entity/Q47632801
http://www.wikidata.org/entity/Q307,Galileo Galilei,http://www.wikidata.org/entity/Q121594,Professor,1564-02-25T00:00:00Z,http://www.wikidata.org/entity/Q313765
http://www.wikidata.org/entity/Q109145171,Fadehan Olukemi Adebimpe,http://www.wikidata.org/entity/Q163727,Bachelor,1962-11-01T00:00:00Z,http://www.wikidata.org/entity/Q4682389
http://www.wikidata.org/entity/Q16388752,Q16388752,http://www.wikidata.org/entity/Q121594,Professor,1890-06-14T00:00:00Z,http://www.wikidata.org/entity/Q16384917
http://www.wikidata.org/entity/Q6799982,Zvi Luz,http://www.wikidata.org/entity/Q121594,Professor,1930-01-10T00:00:00Z,http://www.wikidata.org/entity/Q1720966
http://www.wikidata.org/entity/Q109145171,Fadehan Olukemi Adebimpe,http://www.wikidata.org/entity/Q163727,Bachelor,1962-11-01T00:00:00Z,http://www.wikidata.org/entity/Q98908267
http://www.wikidata.org/entity/Q6775684,Martin Hilský,http://www.wikidata.org/entity/Q121594,Professor,1943-04-08T00:00:00Z,http://www.wikidata.org/entity/Q11985508
http://www.wikidata.org/entity/Q43953208,Slavomír Wollmann,http://www.wikidata.org/entity/Q121594,Professor,1925-01-01T00:00:00Z,http://www.wikidata.org/entity/Q15991242
http://www.wikidata.org/entity/Q89605996,Eckard Hamelmann,http://www.wikidata.org/entity/Q121594,Professor,1964-01-01T00:00:00Z,http://www.wikidata.org/entity/Q40701664
http://www.wikidata.org/entity/Q5678197,Hasan Karmi,http://www.wikidata.org/entity/Q163727,Bachelor,1905-01-01T00:00:00Z,http://www.wikidata.org/entity/Q12216117
