person,personLabel,value,valueLabel,Born,Mom
http://www.wikidata.org/entity/Q48424162,Yoni Rainey,http://www.wikidata.org/entity/Q183816,Master,1983-04-16T00:00:00Z,http://www.wikidata.org/entity/Q19799594
http://www.wikidata.org/entity/Q106522887,Władysław Tomaszewicz,http://www.wikidata.org/entity/Q308678,Habilitation,1944-06-12T00:00:00Z,http://www.wikidata.org/entity/Q106522142
http://www.wikidata.org/entity/Q22665472,Q22665472,http://www.wikidata.org/entity/Q121594,Professor,1956-04-09T00:00:00Z,http://www.wikidata.org/entity/Q22665486
http://www.wikidata.org/entity/Q6775684,Martin Hilský,http://www.wikidata.org/entity/Q121594,Professor,1943-04-08T00:00:00Z,http://www.wikidata.org/entity/Q11913955
http://www.wikidata.org/entity/Q76516,Richard Avenarius,http://www.wikidata.org/entity/Q121594,Professor,1843-11-19T00:00:00Z,http://www.wikidata.org/entity/Q94770082
http://www.wikidata.org/entity/Q12290597,Petar Stoyanovich,http://www.wikidata.org/entity/Q121594,Professor,1967-06-25T00:00:00Z,http://www.wikidata.org/entity/Q12272048
http://www.wikidata.org/entity/Q3174523,Jean Salem,http://www.wikidata.org/entity/Q308678,Habilitation,1952-11-16T00:00:00Z,http://www.wikidata.org/entity/Q47356321
http://www.wikidata.org/entity/Q4944209,Sara Danius,http://www.wikidata.org/entity/Q121594,Professor,1962-04-05T00:00:00Z,http://www.wikidata.org/entity/Q563544
http://www.wikidata.org/entity/Q289590,Susanne Klatten,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1962-04-28T00:00:00Z,http://www.wikidata.org/entity/Q75882
http://www.wikidata.org/entity/Q15935,Kanye West,http://www.wikidata.org/entity/Q209896,Honoris causa,1977-06-08T00:00:00Z,http://www.wikidata.org/entity/Q60633179
http://www.wikidata.org/entity/Q77116964,Lucio Luiz,http://www.wikidata.org/entity/Q183816,Master,1978-07-14T00:00:00Z,http://www.wikidata.org/entity/Q108572974
http://www.wikidata.org/entity/Q76351346,Piotr Biłos,http://www.wikidata.org/entity/Q308678,Habilitation,1977-01-01T00:00:00Z,http://www.wikidata.org/entity/Q76392288
http://www.wikidata.org/entity/Q434706,Elizabeth Warren,http://www.wikidata.org/entity/Q163727,Bachelor,1949-06-22T00:00:00Z,http://www.wikidata.org/entity/Q107292596
http://www.wikidata.org/entity/Q76556,Richard Dedekind,http://www.wikidata.org/entity/Q308678,Habilitation,1831-10-06T00:00:00Z,http://www.wikidata.org/entity/Q15726627
http://www.wikidata.org/entity/Q98344086,José Azuaje-Fidalgo,http://www.wikidata.org/entity/Q183816,Master,1985-01-07T00:00:00Z,http://www.wikidata.org/entity/Q103734582
http://www.wikidata.org/entity/Q9047,Gottfried Wilhelm Leibniz,http://www.wikidata.org/entity/Q308678,Habilitation,1646-07-01T00:00:00Z,http://www.wikidata.org/entity/Q27156694
http://www.wikidata.org/entity/Q42594329,Amy Jadesimi,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1976-01-01T00:00:00Z,http://www.wikidata.org/entity/Q89488379
http://www.wikidata.org/entity/Q583341,François Dosse,http://www.wikidata.org/entity/Q308678,Habilitation,1950-09-22T00:00:00Z,http://www.wikidata.org/entity/Q27063016
http://www.wikidata.org/entity/Q1063371,Karel Absolon,http://www.wikidata.org/entity/Q121594,Professor,1877-06-16T00:00:00Z,http://www.wikidata.org/entity/Q12028704
http://www.wikidata.org/entity/Q6185534,Jerzy Szacki,http://www.wikidata.org/entity/Q121594,Professor,1929-02-06T00:00:00Z,http://www.wikidata.org/entity/Q84432217
http://www.wikidata.org/entity/Q968716,Roparz Hemon,http://www.wikidata.org/entity/Q397610,Agrégation,1900-11-18T00:00:00Z,http://www.wikidata.org/entity/Q27435462
http://www.wikidata.org/entity/Q85998796,Q85998796,http://www.wikidata.org/entity/Q121594,Professor,1910-02-13T00:00:00Z,http://www.wikidata.org/entity/Q55199331
http://www.wikidata.org/entity/Q263322,Elaine Chao,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1953-03-26T00:00:00Z,http://www.wikidata.org/entity/Q24702487
http://www.wikidata.org/entity/Q28718035,Ada Arnstad,http://www.wikidata.org/entity/Q163727,Bachelor,1992-08-13T00:00:00Z,http://www.wikidata.org/entity/Q4993927
http://www.wikidata.org/entity/Q2884020,Barbara Romanowicz,http://www.wikidata.org/entity/Q121594,Professor,1950-04-05T00:00:00Z,http://www.wikidata.org/entity/Q2252854
http://www.wikidata.org/entity/Q26236468,Evan McMullin,http://www.wikidata.org/entity/Q163727,Bachelor,1976-04-02T00:00:00Z,http://www.wikidata.org/entity/Q26276537
http://www.wikidata.org/entity/Q27949253,Catherine Nave-Bekhti,http://www.wikidata.org/entity/Q397610,Agrégation,1976-05-10T00:00:00Z,http://www.wikidata.org/entity/Q20035468
http://www.wikidata.org/entity/Q6781082,Maryam Nawaz,http://www.wikidata.org/entity/Q186579,englischsprachige Literatur,1973-10-28T00:00:00Z,http://www.wikidata.org/entity/Q15982559
http://www.wikidata.org/entity/Q20507628,Anna Arevshatyan,http://www.wikidata.org/entity/Q121594,Professor,1951-11-07T00:00:00Z,http://www.wikidata.org/entity/Q56486902
http://www.wikidata.org/entity/Q496874,Andreas Dress,http://www.wikidata.org/entity/Q211830,Emeritus,1938-08-26T00:00:00Z,http://www.wikidata.org/entity/Q51884440
http://www.wikidata.org/entity/Q950605,Jacques Curie,http://www.wikidata.org/entity/Q121594,Professor,1855-10-28T00:00:00Z,http://www.wikidata.org/entity/Q20968821
http://www.wikidata.org/entity/Q25486254,Q25486254,http://www.wikidata.org/entity/Q121594,Professor,1904-11-13T00:00:00Z,http://www.wikidata.org/entity/Q96312620
http://www.wikidata.org/entity/Q63532607,Damian von Boeselager,http://www.wikidata.org/entity/Q183816,Master,1988-03-08T00:00:00Z,http://www.wikidata.org/entity/Q75380186
http://www.wikidata.org/entity/Q54200959,Archduke Markus Emanuel Salvator of Austria,http://www.wikidata.org/entity/Q183816,Master,1946-04-02T00:00:00Z,http://www.wikidata.org/entity/Q86732
http://www.wikidata.org/entity/Q2080045,Petr Pokorný,http://www.wikidata.org/entity/Q121594,Professor,1933-04-21T00:00:00Z,http://www.wikidata.org/entity/Q95725771
http://www.wikidata.org/entity/Q85155,Ferdinand Avenarius,http://www.wikidata.org/entity/Q121594,Professor,1856-12-20T00:00:00Z,http://www.wikidata.org/entity/Q94770082
http://www.wikidata.org/entity/Q193803,Roger Penrose,http://www.wikidata.org/entity/Q209896,Honoris causa,1931-08-08T00:00:00Z,http://www.wikidata.org/entity/Q76245690
http://www.wikidata.org/entity/Q2442054,Tonio Hölscher,http://www.wikidata.org/entity/Q308678,Habilitation,1940-11-02T00:00:00Z,http://www.wikidata.org/entity/Q1246211
http://www.wikidata.org/entity/Q2974999,Claire Andrieu,http://www.wikidata.org/entity/Q308678,Habilitation,1952-06-17T00:00:00Z,http://www.wikidata.org/entity/Q19606396
http://www.wikidata.org/entity/Q5916189,Gustaf Knös,http://www.wikidata.org/entity/Q121594,Professor,1773-10-20T00:00:00Z,http://www.wikidata.org/entity/Q4988935
http://www.wikidata.org/entity/Q26236468,Evan McMullin,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1976-04-02T00:00:00Z,http://www.wikidata.org/entity/Q26276537
http://www.wikidata.org/entity/Q55621490,Rostane Mehdi,http://www.wikidata.org/entity/Q308678,Habilitation,1965-11-24T00:00:00Z,http://www.wikidata.org/entity/Q97319719
http://www.wikidata.org/entity/Q106089168,Emilio Velásquez Ruiz,http://www.wikidata.org/entity/Q40348,Rechtsanwalt,1949-01-01T00:00:00Z,http://www.wikidata.org/entity/Q24731562
http://www.wikidata.org/entity/Q21211985,Marianna Harutyunyan,http://www.wikidata.org/entity/Q121594,Professor,1923-12-12T00:00:00Z,http://www.wikidata.org/entity/Q4154838
http://www.wikidata.org/entity/Q321698,William Clay Ford Junior,http://www.wikidata.org/entity/Q183816,Master,1957-05-03T00:00:00Z,http://www.wikidata.org/entity/Q18324601
http://www.wikidata.org/entity/Q147220,Yuan Mei,http://www.wikidata.org/entity/Q420477,jinshi,1716-01-01T00:00:00Z,http://www.wikidata.org/entity/Q65799354
http://www.wikidata.org/entity/Q455666,Ho Ching,http://www.wikidata.org/entity/Q183816,Master,1953-05-01T00:00:00Z,http://www.wikidata.org/entity/Q107026019
http://www.wikidata.org/entity/Q3334954,Nadine Vincent,http://www.wikidata.org/entity/Q183816,Master,1968-02-21T00:00:00Z,http://www.wikidata.org/entity/Q92791254
http://www.wikidata.org/entity/Q12331638,Peter Loft,http://www.wikidata.org/entity/Q185351,Jurist,1957-07-07T00:00:00Z,http://www.wikidata.org/entity/Q12339899
http://www.wikidata.org/entity/Q75331182,"Henry Vane, 12th Baron Barnard",http://www.wikidata.org/entity/Q191701,Master of Business Administration,1959-03-11T00:00:00Z,http://www.wikidata.org/entity/Q75331180
http://www.wikidata.org/entity/Q908363,Jerzy Vetulani,http://www.wikidata.org/entity/Q308678,Habilitation,1936-01-21T00:00:00Z,http://www.wikidata.org/entity/Q6068824
http://www.wikidata.org/entity/Q107319,Ferdinand Graf Kinsky,http://www.wikidata.org/entity/Q121594,Professor,1934-10-25T00:00:00Z,http://www.wikidata.org/entity/Q75379305
http://www.wikidata.org/entity/Q323320,Kip S. Thorne,http://www.wikidata.org/entity/Q121594,Professor,1940-06-01T00:00:00Z,http://www.wikidata.org/entity/Q66788610
http://www.wikidata.org/entity/Q2604162,Adam Zamenhof,http://www.wikidata.org/entity/Q308678,Habilitation,1888-06-11T00:00:00Z,http://www.wikidata.org/entity/Q11739625
http://www.wikidata.org/entity/Q3514506,Taline Ter Minassian,http://www.wikidata.org/entity/Q308678,Habilitation,1963-06-09T00:00:00Z,http://www.wikidata.org/entity/Q2845121
http://www.wikidata.org/entity/Q28182197,Besiana Kadare,http://www.wikidata.org/entity/Q183816,Master,1972-01-01T00:00:00Z,http://www.wikidata.org/entity/Q3301387
http://www.wikidata.org/entity/Q455666,Ho Ching,http://www.wikidata.org/entity/Q183816,Master,1953-01-01T00:00:00Z,http://www.wikidata.org/entity/Q107026019
http://www.wikidata.org/entity/Q357154,Magnus Gösta Mittag-Leffler,http://www.wikidata.org/entity/Q121594,Professor,1846-03-16T00:00:00Z,http://www.wikidata.org/entity/Q64683528
http://www.wikidata.org/entity/Q729087,Louis de Silvestre,http://www.wikidata.org/entity/Q121594,Professor,1675-06-23T00:00:00Z,http://www.wikidata.org/entity/Q47466964
http://www.wikidata.org/entity/Q377725,Peter Struve,http://www.wikidata.org/entity/Q121594,Professor,1870-02-07T00:00:00Z,http://www.wikidata.org/entity/Q106643564
http://www.wikidata.org/entity/Q23017315,Marco Di Meco,http://www.wikidata.org/entity/Q183816,Master,1982-02-05T00:00:00Z,http://www.wikidata.org/entity/Q24256077
http://www.wikidata.org/entity/Q4193748,Suren Zoljan,http://www.wikidata.org/entity/Q121594,Professor,1955-04-16T00:00:00Z,http://www.wikidata.org/entity/Q4107891
http://www.wikidata.org/entity/Q97590507,Talas Umurzakov,http://www.wikidata.org/entity/Q121594,Professor,1945-12-20T00:00:00Z,http://www.wikidata.org/entity/Q4475565
http://www.wikidata.org/entity/Q1379145,Eva Cancik-Kirschbaum,http://www.wikidata.org/entity/Q308678,Habilitation,1965-08-29T00:00:00Z,http://www.wikidata.org/entity/Q1618319
http://www.wikidata.org/entity/Q25706652,Barbara Elefant-Raiskin,http://www.wikidata.org/entity/Q163727,Bachelor,1930-10-30T00:00:00Z,http://www.wikidata.org/entity/Q45831508
http://www.wikidata.org/entity/Q16208867,Efya,http://www.wikidata.org/entity/Q163727,Bachelor,1987-04-10T00:00:00Z,http://www.wikidata.org/entity/Q26703048
http://www.wikidata.org/entity/Q5275637,Diggeress Te Kanawa,http://www.wikidata.org/entity/Q209896,Honoris causa,1920-03-09T00:00:00Z,http://www.wikidata.org/entity/Q16013437
http://www.wikidata.org/entity/Q11715950,Jadwiga Piłsudska,http://www.wikidata.org/entity/Q183816,Master,1920-02-28T00:00:00Z,http://www.wikidata.org/entity/Q4715587
http://www.wikidata.org/entity/Q25706652,Barbara Elefant-Raiskin,http://www.wikidata.org/entity/Q163727,Bachelor,1930-10-11T00:00:00Z,http://www.wikidata.org/entity/Q45831508
http://www.wikidata.org/entity/Q80,Tim Berners-Lee,http://www.wikidata.org/entity/Q121594,Professor,1955-06-08T00:00:00Z,http://www.wikidata.org/entity/Q16492
http://www.wikidata.org/entity/Q310788,Alexander Michailowitsch Ljapunow,http://www.wikidata.org/entity/Q183816,Master,1857-06-06T00:00:00Z,http://www.wikidata.org/entity/Q109919989
http://www.wikidata.org/entity/Q109662645,Louis W. Roberts,http://www.wikidata.org/entity/Q163727,Bachelor,1913-09-01T00:00:00Z,http://www.wikidata.org/entity/Q109772497
http://www.wikidata.org/entity/Q184656,Nikolai Alexandrowitsch Berdjajew,http://www.wikidata.org/entity/Q209896,Honoris causa,1874-03-18T00:00:00Z,http://www.wikidata.org/entity/Q110394295
http://www.wikidata.org/entity/Q47563,Matteo Renzi,http://www.wikidata.org/entity/Q183816,Master,1975-01-11T00:00:00Z,http://www.wikidata.org/entity/Q51136321
http://www.wikidata.org/entity/Q289805,Sergei Wassiljewitsch Lebedew,http://www.wikidata.org/entity/Q121594,Professor,1874-07-25T00:00:00Z,http://www.wikidata.org/entity/Q91092007
http://www.wikidata.org/entity/Q19886586,Stanisława Gierek-Ciaciura,http://www.wikidata.org/entity/Q308678,Habilitation,1964-10-03T00:00:00Z,http://www.wikidata.org/entity/Q9159553
http://www.wikidata.org/entity/Q102594,Ádám Nádasdy,http://www.wikidata.org/entity/Q308678,Habilitation,1947-02-15T00:00:00Z,http://www.wikidata.org/entity/Q803954
http://www.wikidata.org/entity/Q1445671,František Slavík,http://www.wikidata.org/entity/Q121594,Professor,1876-08-18T00:00:00Z,http://www.wikidata.org/entity/Q97929077
http://www.wikidata.org/entity/Q107319,Ferdinand Graf Kinsky,http://www.wikidata.org/entity/Q121594,Professor,1934-01-01T00:00:00Z,http://www.wikidata.org/entity/Q75379305
http://www.wikidata.org/entity/Q3629485,Ahmad Riza Khan Barelwi,http://www.wikidata.org/entity/Q185992,Mufti,1856-06-14T00:00:00Z,http://www.wikidata.org/entity/Q56825147
http://www.wikidata.org/entity/Q1445671,František Slavík,http://www.wikidata.org/entity/Q121594,Professor,1876-07-18T00:00:00Z,http://www.wikidata.org/entity/Q97929077
http://www.wikidata.org/entity/Q94284201,Faith Reyher Jackson,http://www.wikidata.org/entity/Q163727,Bachelor,1919-01-01T00:00:00Z,http://www.wikidata.org/entity/Q59630113
http://www.wikidata.org/entity/Q315143,"John Boyd Orr, 1. Baron Boyd-Orr",http://www.wikidata.org/entity/Q183816,Master,1880-09-23T00:00:00Z,http://www.wikidata.org/entity/Q75447571
http://www.wikidata.org/entity/Q2379961,Princess Akiko of Mikasa,http://www.wikidata.org/entity/Q163727,Bachelor,1981-12-20T00:00:00Z,http://www.wikidata.org/entity/Q467661
http://www.wikidata.org/entity/Q17150957,Suman Pokhrel,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1967-09-21T00:00:00Z,http://www.wikidata.org/entity/Q50560515
http://www.wikidata.org/entity/Q12037372,Milena Bartlová,http://www.wikidata.org/entity/Q121594,Professor,1958-01-19T00:00:00Z,http://www.wikidata.org/entity/Q7336548
http://www.wikidata.org/entity/Q256380,Carly Fiorina,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1954-09-06T00:00:00Z,http://www.wikidata.org/entity/Q20771621
http://www.wikidata.org/entity/Q318591,Jean Paul Getty,http://www.wikidata.org/entity/Q8134,Wirtschaftswissenschaft,1892-12-15T00:00:00Z,http://www.wikidata.org/entity/Q105528105
http://www.wikidata.org/entity/Q307,Galileo Galilei,http://www.wikidata.org/entity/Q121594,Professor,1564-02-25T00:00:00Z,http://www.wikidata.org/entity/Q3769231
http://www.wikidata.org/entity/Q318591,Jean Paul Getty,http://www.wikidata.org/entity/Q36442,Politikwissenschaft,1892-12-15T00:00:00Z,http://www.wikidata.org/entity/Q105528105
http://www.wikidata.org/entity/Q496874,Andreas Dress,http://www.wikidata.org/entity/Q308678,Habilitation,1938-08-26T00:00:00Z,http://www.wikidata.org/entity/Q51884440
http://www.wikidata.org/entity/Q7281591,Radoslav Lorković,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1958-09-03T00:00:00Z,http://www.wikidata.org/entity/Q99514741
http://www.wikidata.org/entity/Q5162640,Conrad Wolfram,http://www.wikidata.org/entity/Q183816,Master,1970-06-10T00:00:00Z,http://www.wikidata.org/entity/Q26998179
http://www.wikidata.org/entity/Q22668172,Geert Van Pamel,http://www.wikidata.org/entity/Q183816,Master,1959-03-25T00:00:00Z,http://www.wikidata.org/entity/Q59292064
http://www.wikidata.org/entity/Q983700,Lew Samuilowitsch Klein,http://www.wikidata.org/entity/Q209896,Honoris causa,1927-07-01T00:00:00Z,http://www.wikidata.org/entity/Q99961927
http://www.wikidata.org/entity/Q11767664,Marcin Kula,http://www.wikidata.org/entity/Q121594,Professor,1943-03-24T00:00:00Z,http://www.wikidata.org/entity/Q11792281
http://www.wikidata.org/entity/Q25706652,Barbara Elefant-Raiskin,http://www.wikidata.org/entity/Q183816,Master,1930-10-30T00:00:00Z,http://www.wikidata.org/entity/Q45831508
http://www.wikidata.org/entity/Q60772,Ursula von der Leyen,http://www.wikidata.org/entity/Q203196,Master of Public Health,1958-10-08T00:00:00Z,http://www.wikidata.org/entity/Q17278940
http://www.wikidata.org/entity/Q58371519,Mārtiņš Staķis,http://www.wikidata.org/entity/Q163727,Bachelor,1979-07-04T00:00:00Z,http://www.wikidata.org/entity/Q5208606
http://www.wikidata.org/entity/Q12409789,Nurit Govrin,http://www.wikidata.org/entity/Q121594,Professor,1935-11-05T00:00:00Z,http://www.wikidata.org/entity/Q94296497
http://www.wikidata.org/entity/Q25706652,Barbara Elefant-Raiskin,http://www.wikidata.org/entity/Q183816,Master,1930-10-11T00:00:00Z,http://www.wikidata.org/entity/Q45831508
http://www.wikidata.org/entity/Q18633597,Jukka Siren,http://www.wikidata.org/entity/Q42973,Architekt,1950-03-09T00:00:00Z,http://www.wikidata.org/entity/Q3191952
http://www.wikidata.org/entity/Q2689385,David Eben,http://www.wikidata.org/entity/Q121594,Professor,1965-01-06T00:00:00Z,http://www.wikidata.org/entity/Q56284494
http://www.wikidata.org/entity/Q4125633,Georgi Anatoljewitsch Woronow,http://www.wikidata.org/entity/Q121594,Professor,1935-10-18T00:00:00Z,http://www.wikidata.org/entity/Q17617540
http://www.wikidata.org/entity/Q5372306,Emily Oster,http://www.wikidata.org/entity/Q121594,Professor,1980-02-14T00:00:00Z,http://www.wikidata.org/entity/Q7490173
http://www.wikidata.org/entity/Q109662645,Louis W. Roberts,http://www.wikidata.org/entity/Q183816,Master,1913-09-01T00:00:00Z,http://www.wikidata.org/entity/Q109772497
http://www.wikidata.org/entity/Q720704,Georg von Rosen,http://www.wikidata.org/entity/Q121594,Professor,1843-02-13T00:00:00Z,http://www.wikidata.org/entity/Q64683338
http://www.wikidata.org/entity/Q356134,Leonard Woolley,http://www.wikidata.org/entity/Q163727,Bachelor,1880-04-17T00:00:00Z,http://www.wikidata.org/entity/Q96084081
http://www.wikidata.org/entity/Q696726,Gerard Labuda,http://www.wikidata.org/entity/Q308678,Habilitation,1916-12-28T00:00:00Z,http://www.wikidata.org/entity/Q75775302
http://www.wikidata.org/entity/Q11858382,Erkki Pakkala,http://www.wikidata.org/entity/Q42973,Architekt,1899-04-27T00:00:00Z,http://www.wikidata.org/entity/Q11849879
http://www.wikidata.org/entity/Q56649722,Anastas Pirouzyan,http://www.wikidata.org/entity/Q121594,Professor,1963-01-20T00:00:00Z,http://www.wikidata.org/entity/Q56649525
http://www.wikidata.org/entity/Q3507793,Karel Höger,http://www.wikidata.org/entity/Q121594,Professor,1909-06-17T00:00:00Z,http://www.wikidata.org/entity/Q110071013
http://www.wikidata.org/entity/Q66720393,Frances Agnes Bowman,http://www.wikidata.org/entity/Q163727,Bachelor,1873-08-22T00:00:00Z,http://www.wikidata.org/entity/Q66720406
http://www.wikidata.org/entity/Q563744,Anna von Bayern,http://www.wikidata.org/entity/Q183816,Master,1978-03-15T00:00:00Z,http://www.wikidata.org/entity/Q75325978
http://www.wikidata.org/entity/Q6294,Hillary Clinton,http://www.wikidata.org/entity/Q163727,Bachelor,1947-10-26T00:00:00Z,http://www.wikidata.org/entity/Q5298463
http://www.wikidata.org/entity/Q327093,Arne Novák,http://www.wikidata.org/entity/Q121594,Professor,1880-03-02T00:00:00Z,http://www.wikidata.org/entity/Q433598
http://www.wikidata.org/entity/Q99923517,Yochai Oppenheimer,http://www.wikidata.org/entity/Q121594,Professor,1958-11-17T00:00:00Z,http://www.wikidata.org/entity/Q12411220
http://www.wikidata.org/entity/Q334871,Reza Pahlavi,http://www.wikidata.org/entity/Q163727,Bachelor,1960-10-31T00:00:00Z,http://www.wikidata.org/entity/Q164111
http://www.wikidata.org/entity/Q7940687,Ladislav Pešek,http://www.wikidata.org/entity/Q121594,Professor,1906-10-04T00:00:00Z,http://www.wikidata.org/entity/Q11878391
http://www.wikidata.org/entity/Q310630,Iwan Wasow,http://www.wikidata.org/entity/Q414528,Akademiker,1850-07-09T00:00:00Z,http://www.wikidata.org/entity/Q12295802
http://www.wikidata.org/entity/Q46998104,Jeanne Lazarus,http://www.wikidata.org/entity/Q308678,Habilitation,1978-01-01T00:00:00Z,http://www.wikidata.org/entity/Q105603197
http://www.wikidata.org/entity/Q310630,Iwan Wasow,http://www.wikidata.org/entity/Q414528,Akademiker,1850-06-27T00:00:00Z,http://www.wikidata.org/entity/Q12295802
http://www.wikidata.org/entity/Q334065,Cédric Villani,http://www.wikidata.org/entity/Q308678,Habilitation,1973-10-05T00:00:00Z,http://www.wikidata.org/entity/Q46134527
http://www.wikidata.org/entity/Q158813,Mike Huckabee,http://www.wikidata.org/entity/Q163727,Bachelor,1955-08-24T00:00:00Z,http://www.wikidata.org/entity/Q99911610
http://www.wikidata.org/entity/Q42310559,Anne-Marie Turcan-Verkerk,http://www.wikidata.org/entity/Q308678,Habilitation,1966-01-11T00:00:00Z,http://www.wikidata.org/entity/Q47462656
http://www.wikidata.org/entity/Q94334,Mathilde d’Udekem d’Acoz,http://www.wikidata.org/entity/Q183816,Master,1973-01-20T00:00:00Z,http://www.wikidata.org/entity/Q782582
http://www.wikidata.org/entity/Q59610814,Teresa Tomaszkiewicz,http://www.wikidata.org/entity/Q308678,Habilitation,1956-01-21T00:00:00Z,http://www.wikidata.org/entity/Q108430016
http://www.wikidata.org/entity/Q217096,Naruhito,http://www.wikidata.org/entity/Q183816,Master,1960-02-23T00:00:00Z,http://www.wikidata.org/entity/Q87610
http://www.wikidata.org/entity/Q4496,Mitt Romney,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1947-03-12T00:00:00Z,http://www.wikidata.org/entity/Q3247018
http://www.wikidata.org/entity/Q56119579,Marcus Kasner,http://www.wikidata.org/entity/Q308678,Habilitation,1957-07-07T00:00:00Z,http://www.wikidata.org/entity/Q14646844
http://www.wikidata.org/entity/Q3063960,Fabrice d'Almeida,http://www.wikidata.org/entity/Q308678,Habilitation,1963-11-15T00:00:00Z,http://www.wikidata.org/entity/Q55617966
http://www.wikidata.org/entity/Q50761671,Anna Czabanowska-Wróbel,http://www.wikidata.org/entity/Q121594,Professor,1962-06-01T00:00:00Z,http://www.wikidata.org/entity/Q16168597
http://www.wikidata.org/entity/Q704066,Johan Wilhelm Runeberg,http://www.wikidata.org/entity/Q183816,Master,1843-02-08T00:00:00Z,http://www.wikidata.org/entity/Q465687
http://www.wikidata.org/entity/Q16013437,Rangimarie Hetet,http://www.wikidata.org/entity/Q209896,Honoris causa,1892-05-24T00:00:00Z,http://www.wikidata.org/entity/Q31416189
http://www.wikidata.org/entity/Q47487399,Kenneth Seals-Nutt,http://www.wikidata.org/entity/Q163727,Bachelor,1995-12-17T00:00:00Z,http://www.wikidata.org/entity/Q47495891
http://www.wikidata.org/entity/Q4800637,"Arthur Wellesley, Earl of Mornington",http://www.wikidata.org/entity/Q191701,Master of Business Administration,1978-01-31T00:00:00Z,http://www.wikidata.org/entity/Q7244552
http://www.wikidata.org/entity/Q100784119,Eva Gregorová,http://www.wikidata.org/entity/Q183816,Master,1977-01-01T00:00:00Z,http://www.wikidata.org/entity/Q100784115
http://www.wikidata.org/entity/Q45160,Michael von Faulhaber,http://www.wikidata.org/entity/Q121594,Professor,1869-03-05T00:00:00Z,http://www.wikidata.org/entity/Q13409785
http://www.wikidata.org/entity/Q4681651,Adelaida Avagyan,http://www.wikidata.org/entity/Q121594,Professor,1924-04-06T00:00:00Z,http://www.wikidata.org/entity/Q27537057
http://www.wikidata.org/entity/Q62089827,Farhad Garashov,http://www.wikidata.org/entity/Q191701,Master of Business Administration,1986-12-12T00:00:00Z,http://www.wikidata.org/entity/Q63724197
http://www.wikidata.org/entity/Q509565,Mako Komuro,http://www.wikidata.org/entity/Q163727,Bachelor,1991-10-23T00:00:00Z,http://www.wikidata.org/entity/Q232636
http://www.wikidata.org/entity/Q106502,Peter von Bradke,http://www.wikidata.org/entity/Q121594,Professor,1853-06-27T00:00:00Z,http://www.wikidata.org/entity/Q94773523
http://www.wikidata.org/entity/Q93220055,Élise Domenach,http://www.wikidata.org/entity/Q308678,Habilitation,1976-04-01T00:00:00Z,http://www.wikidata.org/entity/Q42296455
http://www.wikidata.org/entity/Q14277,Wilhelm Herschel,http://www.wikidata.org/entity/Q209896,Honoris causa,1738-11-15T00:00:00Z,http://www.wikidata.org/entity/Q20967508
http://www.wikidata.org/entity/Q68446,Ernst Tugendhat,http://www.wikidata.org/entity/Q121594,Professor,1930-03-08T00:00:00Z,http://www.wikidata.org/entity/Q63139690
http://www.wikidata.org/entity/Q7682384,Tancredo Pinochet LeBrun,http://www.wikidata.org/entity/Q37226,Lehrer,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6077680
http://www.wikidata.org/entity/Q77116964,Lucio Luiz,http://www.wikidata.org/entity/Q163727,Bachelor,1978-07-14T00:00:00Z,http://www.wikidata.org/entity/Q108572974
http://www.wikidata.org/entity/Q16576765,Michał Sobkowski,http://www.wikidata.org/entity/Q308678,Habilitation,1962-02-05T00:00:00Z,http://www.wikidata.org/entity/Q9255818
http://www.wikidata.org/entity/Q17703881,Neva Goodwin,http://www.wikidata.org/entity/Q183816,Master,1944-01-01T00:00:00Z,http://www.wikidata.org/entity/Q106427756
http://www.wikidata.org/entity/Q63208388,Carolin von Schleinitz,http://www.wikidata.org/entity/Q708387,Abitur,1996-10-06T00:00:00Z,http://www.wikidata.org/entity/Q2502996
http://www.wikidata.org/entity/Q72292,Fridtjof Nansen,http://www.wikidata.org/entity/Q752297,Doktor der Philosophie,1861-10-10T00:00:00Z,http://www.wikidata.org/entity/Q96244113
http://www.wikidata.org/entity/Q229671,Chelsea Clinton,http://www.wikidata.org/entity/Q752297,Doktor der Philosophie,1980-02-27T00:00:00Z,http://www.wikidata.org/entity/Q6294
http://www.wikidata.org/entity/Q12045006,Petr Pokorný,http://www.wikidata.org/entity/Q503765,Doktor der Naturwissenschaften,1932-11-16T00:00:00Z,http://www.wikidata.org/entity/Q12034211
http://www.wikidata.org/entity/Q314843,Louis Begley,http://www.wikidata.org/entity/Q752297,Doktor der Philosophie,1933-10-06T00:00:00Z,http://www.wikidata.org/entity/Q21866888
http://www.wikidata.org/entity/Q937,Albert Einstein,http://www.wikidata.org/entity/Q752297,Doktor der Philosophie,1879-03-14T00:00:00Z,http://www.wikidata.org/entity/Q4357787
